run_key,experiment,dataset_name,seed,setting_id,setting_name,model_name,label_noise,missing_rate,imbalance_level,corruption_order,noise_type,imputation_strategy,train_rows_after_corruption,test_rows,fit_eval_seconds,accuracy,balanced_accuracy,macro_f1,weighted_f1,mcc,minority_recall,auroc,auprc
imp__kr_vs_kp__seed4__missing_imbalance__median__HistGradientBoosting,imputation_ablation,kr_vs_kp,4,6,missing_imbalance,HistGradientBoosting,0.0,0.2,0.8,noise_then_imbalance,symmetric,median,1565,799,0.4582,0.8272841051314143,0.8217886423845218,0.8226614770972722,0.8239156785018844,0.6695665083385008,0.6963350785340314,0.924124574685801,0.9261190577774356
imp__kr_vs_kp__seed4__all_three__median__LogisticRegression,imputation_ablation,kr_vs_kp,4,7,all_three,LogisticRegression,0.2,0.2,0.8,noise_then_imbalance,symmetric,median,1536,799,0.0528,0.5994993742177722,0.5815912714854294,0.5064016432686219,0.5157919043153663,0.2883106076884326,0.1727748691099476,0.9063210164852412,0.919698733658119
imp__kr_vs_kp__seed4__all_three__median__KNN,imputation_ablation,kr_vs_kp,4,7,all_three,KNN,0.2,0.2,0.8,noise_then_imbalance,symmetric,median,1536,799,0.0983,0.5982478097622027,0.5820401270606551,0.5237556750132301,0.5320063861404898,0.2466423392313232,0.2120418848167539,0.7289540095672152,0.6852004286693448
imp__kr_vs_kp__seed4__all_three__median__RandomForest,imputation_ablation,kr_vs_kp,4,7,all_three,RandomForest,0.2,0.2,0.8,noise_then_imbalance,symmetric,median,1536,799,0.4783,0.639549436795995,0.6241352467764009,0.5790059130027516,0.5859993893485058,0.3545905074240699,0.2722513089005235,0.8412244026768114,0.8214719355209259
imp__kr_vs_kp__seed4__all_three__median__HistGradientBoosting,imputation_ablation,kr_vs_kp,4,7,all_three,HistGradientBoosting,0.2,0.2,0.8,noise_then_imbalance,symmetric,median,1536,799,0.4409,0.6420525657071339,0.627412206360566,0.5881740196078431,0.5946991030454735,0.3470359736980016,0.2931937172774869,0.848371564528482,0.8642610390736709
imp__kr_vs_kp__seed4__clean__mean_indicator__LogisticRegression,imputation_ablation,kr_vs_kp,4,0,clean,LogisticRegression,0.0,0.0,natural,noise_then_imbalance,symmetric,mean_indicator,2397,799,0.045,0.9712140175219024,0.9716530440569012,0.9711835038613824,0.9712245799428516,0.9426140007418148,0.981675392670157,0.9956181651537408,0.9965192744006046
imp__kr_vs_kp__seed4__clean__mean_indicator__KNN,imputation_ablation,kr_vs_kp,4,0,clean,KNN,0.0,0.0,natural,noise_then_imbalance,symmetric,mean_indicator,2397,799,0.0925,0.9261576971214016,0.9262903813075194,0.9260534493279228,0.9261750717536482,0.8521796273995007,0.9293193717277488,0.9733448843019824,0.9657886272360292
imp__kr_vs_kp__seed4__clean__mean_indicator__RandomForest,imputation_ablation,kr_vs_kp,4,0,clean,RandomForest,0.0,0.0,natural,noise_then_imbalance,symmetric,mean_indicator,2397,799,0.4715,0.9937421777221528,0.9938949364068954,0.9937321240019644,0.9937431202584204,0.9874923569385694,0.9973821989528796,0.9978498876291636,0.9970650388826428
imp__kr_vs_kp__seed4__clean__mean_indicator__HistGradientBoosting,imputation_ablation,kr_vs_kp,4,0,clean,HistGradientBoosting,0.0,0.0,natural,noise_then_imbalance,symmetric,mean_indicator,2397,799,0.4692,0.9962453066332916,0.9962930179416676,0.9962384953981592,0.9962455069637368,0.9924801231566568,0.9973821989528796,0.9997991135887102,0.999809259452598
imp__kr_vs_kp__seed4__missing_only__mean_indicator__LogisticRegression,imputation_ablation,kr_vs_kp,4,2,missing_only,LogisticRegression,0.0,0.2,natural,noise_then_imbalance,symmetric,mean_indicator,2397,799,0.0487,0.8623279098873592,0.8620632289979535,0.8620632289979535,0.8623279098873592,0.7241264579959069,0.856020942408377,0.9417680515273644,0.9513624067358468
imp__kr_vs_kp__seed4__missing_only__mean_indicator__KNN,imputation_ablation,kr_vs_kp,4,2,missing_only,KNN,0.0,0.2,natural,noise_then_imbalance,symmetric,mean_indicator,2397,799,0.103,0.7647058823529411,0.7631549210893066,0.7635856563672534,0.7642985274490548,0.5281365166917431,0.7277486910994765,0.8327495072005224,0.807163864129041
imp__kr_vs_kp__seed4__missing_only__mean_indicator__RandomForest,imputation_ablation,kr_vs_kp,4,2,missing_only,RandomForest,0.0,0.2,natural,noise_then_imbalance,symmetric,mean_indicator,2397,799,0.5205,0.8898623279098874,0.8893210039298404,0.8895715542153537,0.8898197756619068,0.779243939116268,0.8769633507853403,0.958127738646779,0.960416220096606
imp__kr_vs_kp__seed4__missing_only__mean_indicator__HistGradientBoosting,imputation_ablation,kr_vs_kp,4,2,missing_only,HistGradientBoosting,0.0,0.2,natural,noise_then_imbalance,symmetric,mean_indicator,2397,799,0.619,0.8936170212765957,0.893247705500521,0.893375847977179,0.8935979812792735,0.7867769929508963,0.8848167539267016,0.9704383090386328,0.974307900539051
imp__kr_vs_kp__seed4__noise_missing__mean_indicator__LogisticRegression,imputation_ablation,kr_vs_kp,4,4,noise_missing,LogisticRegression,0.2,0.2,natural,noise_then_imbalance,symmetric,mean_indicator,2397,799,0.0596,0.8523153942428036,0.850823006516253,0.8515599415572965,0.8520238160133096,0.7044241882610188,0.8167539267015707,0.9294574811355104,0.9358518553008648
imp__kr_vs_kp__seed4__noise_missing__mean_indicator__KNN,imputation_ablation,kr_vs_kp,4,4,noise_missing,KNN,0.2,0.2,natural,noise_then_imbalance,symmetric,mean_indicator,2397,799,0.1056,0.6633291614518148,0.6618579481964166,0.6620055637591387,0.6629320821440119,0.3244806698015873,0.6282722513089005,0.7118472761058169,0.6937240896622257
imp__kr_vs_kp__seed4__noise_missing__mean_indicator__RandomForest,imputation_ablation,kr_vs_kp,4,4,noise_missing,RandomForest,0.2,0.2,natural,noise_then_imbalance,symmetric,mean_indicator,2397,799,0.5567,0.869837296620776,0.8679391565281807,0.8689701281663135,0.8694370650264086,0.7404242254963188,0.824607329842932,0.9312183760844728,0.931347331226902
imp__kr_vs_kp__seed4__noise_missing__mean_indicator__HistGradientBoosting,imputation_ablation,kr_vs_kp,4,4,noise_missing,HistGradientBoosting,0.2,0.2,natural,noise_then_imbalance,symmetric,mean_indicator,2397,799,0.6105,0.8347934918648311,0.833377277235803,0.8340069502153056,0.8345074767195492,0.6690686733680437,0.8010471204188482,0.9077868595176214,0.915265590643356
imp__kr_vs_kp__seed4__missing_imbalance__mean_indicator__LogisticRegression,imputation_ablation,kr_vs_kp,4,6,missing_imbalance,LogisticRegression,0.0,0.2,0.8,noise_then_imbalance,symmetric,mean_indicator,1565,799,0.0517,0.8360450563204005,0.8309509460494431,0.8321312811038031,0.8332540854692203,0.6851206462766013,0.7146596858638743,0.9305246901954876,0.9365581147810652
imp__kr_vs_kp__seed4__missing_imbalance__mean_indicator__KNN,imputation_ablation,kr_vs_kp,4,6,missing_imbalance,KNN,0.0,0.2,0.8,noise_then_imbalance,symmetric,mean_indicator,1565,799,0.0908,0.6508135168961201,0.6369040892940098,0.6035021566098981,0.6095017856317015,0.3587761970070563,0.3193717277486911,0.7908898012480068,0.7439020848636559
imp__kr_vs_kp__seed4__missing_imbalance__mean_indicator__RandomForest,imputation_ablation,kr_vs_kp,4,6,missing_imbalance,RandomForest,0.0,0.2,0.8,noise_then_imbalance,symmetric,mean_indicator,1565,799,0.4848,0.7772215269086358,0.7676748653433274,0.7621705685618729,0.7647913822043442,0.6021104219949125,0.5497382198952879,0.9392569713862418,0.9341974199564882
imp__kr_vs_kp__seed4__missing_imbalance__mean_indicator__HistGradientBoosting,imputation_ablation,kr_vs_kp,4,6,missing_imbalance,HistGradientBoosting,0.0,0.2,0.8,noise_then_imbalance,symmetric,mean_indicator,1565,799,0.5916,0.8473091364205256,0.8418521727120921,0.8432224652599074,0.8443312520089122,0.7113139977676712,0.7172774869109948,0.9471417630293671,0.9507111012896212
imp__kr_vs_kp__seed4__all_three__mean_indicator__LogisticRegression,imputation_ablation,kr_vs_kp,4,7,all_three,LogisticRegression,0.2,0.2,0.8,noise_then_imbalance,symmetric,mean_indicator,1536,799,0.065,0.6332916145181476,0.6171513051339034,0.565297236071266,0.5728282590005093,0.3521992587952205,0.2486910994764398,0.8751930392858489,0.8889923628045406
imp__kr_vs_kp__seed4__all_three__mean_indicator__KNN,imputation_ablation,kr_vs_kp,4,7,all_three,KNN,0.2,0.2,0.8,noise_then_imbalance,symmetric,mean_indicator,1536,799,0.0977,0.5782227784730913,0.5603287003904729,0.4808737480358984,0.490721193311337,0.2118160233856717,0.1518324607329843,0.6683239795598076,0.6362300976803323
imp__kr_vs_kp__seed4__all_three__mean_indicator__RandomForest,imputation_ablation,kr_vs_kp,4,7,all_three,RandomForest,0.2,0.2,0.8,noise_then_imbalance,symmetric,mean_indicator,1536,799,0.4714,0.5381727158948686,0.5170157068062827,0.3795448088639161,0.3932873255621423,0.1343682772811009,0.0340314136125654,0.8814393511368915,0.8765923618040741
imp__kr_vs_kp__seed4__all_three__mean_indicator__HistGradientBoosting,imputation_ablation,kr_vs_kp,4,7,all_three,HistGradientBoosting,0.2,0.2,0.8,noise_then_imbalance,symmetric,mean_indicator,1536,799,0.5551,0.6658322903629537,0.6506334199655982,0.6109908625257795,0.6173890291067832,0.4256630208245926,0.3036649214659686,0.8700767134983113,0.8791391564525641
imp__magic__seed0__clean__mean__LogisticRegression,imputation_ablation,magic,0,0,clean,LogisticRegression,0.0,0.0,natural,noise_then_imbalance,symmetric,mean,14265,4755,0.0793,0.7886435331230284,0.7442160435293406,0.7550022222072976,0.7819420006988391,0.520663977139155,0.5944976076555024,0.8376259220575248,0.7680117029193461
imp__magic__seed0__clean__mean__KNN,imputation_ablation,magic,0,0,clean,KNN,0.0,0.0,natural,noise_then_imbalance,symmetric,mean,14265,4755,0.6027,0.8401682439537329,0.7966783619695599,0.8126980928355698,0.8339833115218566,0.6416405417195858,0.6501196172248804,0.8812936779406128,0.8118905249032349
imp__magic__seed0__clean__mean__RandomForest,imputation_ablation,magic,0,0,clean,RandomForest,0.0,0.0,natural,noise_then_imbalance,symmetric,mean,14265,4755,3.6107,0.888117770767613,0.8623966395435999,0.8732405630198337,0.8861268368885364,0.7511282411423097,0.7757177033492823,0.9391534181116696,0.9146833233705308
imp__magic__seed0__clean__mean__HistGradientBoosting,imputation_ablation,magic,0,0,clean,HistGradientBoosting,0.0,0.0,natural,noise_then_imbalance,symmetric,mean,14265,4755,0.6118,0.8914826498422713,0.8664970117033214,0.8771729688620726,0.8896134863377722,0.7587543520654427,0.7822966507177034,0.93794085329799,0.9182158593534936
imp__magic__seed0__missing_only__mean__LogisticRegression,imputation_ablation,magic,0,2,missing_only,LogisticRegression,0.0,0.2,natural,noise_then_imbalance,symmetric,mean,14265,4755,0.0724,0.7629863301787592,0.7054061127001445,0.7169299141141964,0.7508118760887001,0.4560768949695042,0.5113636363636364,0.8004301253827518,0.7178304428354572
imp__magic__seed0__missing_only__mean__KNN,imputation_ablation,magic,0,2,missing_only,KNN,0.0,0.2,natural,noise_then_imbalance,symmetric,mean,14265,4755,1.134,0.7873817034700316,0.7350311633328005,0.7481853550395274,0.7776661906660954,0.5157211045693798,0.5586124401913876,0.8264760680192506,0.7233446509165479
imp__magic__seed0__missing_only__mean__RandomForest,imputation_ablation,magic,0,2,missing_only,RandomForest,0.0,0.2,natural,noise_then_imbalance,symmetric,mean,14265,4755,3.371,0.8450052576235542,0.8103995207551211,0.8223517615940248,0.8411763098258657,0.6524032254366583,0.69377990430622,0.8997263896627128,0.8571603086167466
imp__magic__seed0__missing_only__mean__HistGradientBoosting,imputation_ablation,magic,0,2,missing_only,HistGradientBoosting,0.0,0.2,natural,noise_then_imbalance,symmetric,mean,14265,4755,0.5299,0.8483701366982124,0.8131312592438547,0.8257868342530833,0.8443995911164462,0.6601268756782124,0.694377990430622,0.9018799264992312,0.8646334794197913
imp__magic__seed0__noise_missing__mean__LogisticRegression,imputation_ablation,magic,0,4,noise_missing,LogisticRegression,0.2,0.2,natural,noise_then_imbalance,symmetric,mean,14265,4755,0.1076,0.7581493165089379,0.6922324073829784,0.704049957200696,0.7415975203998741,0.4425605963700876,0.4700956937799043,0.8035561584053313,0.7199334640507511
imp__magic__seed0__noise_missing__mean__KNN,imputation_ablation,magic,0,4,noise_missing,KNN,0.2,0.2,natural,noise_then_imbalance,symmetric,mean,14265,4755,1.1742,0.7415352260778129,0.7020026670412061,0.7074051118607252,0.7370588009988476,0.4182835166232436,0.56877990430622,0.7466423371258034,0.6087277028146242
imp__magic__seed0__noise_missing__mean__RandomForest,imputation_ablation,magic,0,4,noise_missing,RandomForest,0.2,0.2,natural,noise_then_imbalance,symmetric,mean,14265,4755,3.7853,0.8168243953732913,0.7778552356106259,0.78917487382501,0.8118307825965692,0.5870410856392871,0.6465311004784688,0.8667640456151732,0.8120698334820469
imp__magic__seed0__noise_missing__mean__HistGradientBoosting,imputation_ablation,magic,0,4,noise_missing,HistGradientBoosting,0.2,0.2,natural,noise_then_imbalance,symmetric,mean,14265,4755,0.337,0.8250262881177708,0.7822641565802277,0.7961740804917014,0.8189300698490987,0.6056513496688128,0.6381578947368421,0.8752465674551134,0.8284704082623536
imp__magic__seed0__missing_imbalance__mean__LogisticRegression,imputation_ablation,magic,0,6,missing_imbalance,LogisticRegression,0.0,0.2,0.8,noise_then_imbalance,symmetric,mean,11561,4755,0.0711,0.7480546792849632,0.6583068789022064,0.6650568907440884,0.7145329700137016,0.4227087555941076,0.3558612440191387,0.7970241577907555,0.7264121453251113
imp__magic__seed0__missing_imbalance__mean__KNN,imputation_ablation,magic,0,6,missing_imbalance,KNN,0.0,0.2,0.8,noise_then_imbalance,symmetric,mean,11561,4755,0.9509,0.7720294426919032,0.6888393404485471,0.7020049719604555,0.7448702770372767,0.4874833371542447,0.4084928229665072,0.7994846914783494,0.7006179304182981
imp__magic__seed0__missing_imbalance__mean__RandomForest,imputation_ablation,magic,0,6,missing_imbalance,RandomForest,0.0,0.2,0.8,noise_then_imbalance,symmetric,mean,11561,4755,2.9111,0.8267087276550998,0.7650850395827093,0.7863333438036604,0.8138948661134723,0.6175832754024319,0.5574162679425837,0.8964278952179494,0.858446138637441
imp__magic__seed0__missing_imbalance__mean__HistGradientBoosting,imputation_ablation,magic,0,6,missing_imbalance,HistGradientBoosting,0.0,0.2,0.8,noise_then_imbalance,symmetric,mean,11561,4755,0.4571,0.8349106203995794,0.7779794893124357,0.7989935338995715,0.8242069712386317,0.6350470372956254,0.5861244019138756,0.8963980200109567,0.8622874540672145
imp__magic__seed0__all_three__mean__LogisticRegression,imputation_ablation,magic,0,7,all_three,LogisticRegression,0.2,0.2,0.8,noise_then_imbalance,symmetric,mean,10635,4755,0.1118,0.6797055730809674,0.5449680063692389,0.4840815679254328,0.578352562213158,0.2418208611757913,0.0909090909090909,0.7966309302285881,0.7104825824223621
imp__magic__seed0__all_three__mean__KNN,imputation_ablation,magic,0,7,all_three,KNN,0.2,0.2,0.8,noise_then_imbalance,symmetric,mean,10635,4755,0.9986,0.7095688748685595,0.5996129608735665,0.5846087396410039,0.6522156226187956,0.3172356998987242,0.229066985645933,0.7174380613241003,0.5685538560687956
imp__magic__seed0__all_three__mean__RandomForest,imputation_ablation,magic,0,7,all_three,RandomForest,0.2,0.2,0.8,noise_then_imbalance,symmetric,mean,10635,4755,3.0727,0.7348054679284963,0.6253702391723714,0.6171475339349051,0.6801275585422485,0.4102397511675133,0.2565789473684211,0.8568035740059317,0.8053208417864471
imp__magic__seed0__all_three__mean__HistGradientBoosting,imputation_ablation,magic,0,7,all_three,HistGradientBoosting,0.2,0.2,0.8,noise_then_imbalance,symmetric,mean,10635,4755,0.3464,0.7257623554153523,0.6131957043332242,0.5996168008397527,0.6663052150421398,0.3834155984149214,0.2338516746411483,0.8569873841268757,0.8031568110347991
imp__magic__seed0__clean__median__LogisticRegression,imputation_ablation,magic,0,0,clean,LogisticRegression,0.0,0.0,natural,noise_then_imbalance,symmetric,median,14265,4755,0.0898,0.7886435331230284,0.7442160435293406,0.7550022222072976,0.7819420006988391,0.520663977139155,0.5944976076555024,0.8376259220575248,0.7680117029193461
imp__magic__seed0__clean__median__KNN,imputation_ablation,magic,0,0,clean,KNN,0.0,0.0,natural,noise_then_imbalance,symmetric,median,14265,4755,0.6492,0.8401682439537329,0.7966783619695599,0.8126980928355698,0.8339833115218566,0.6416405417195858,0.6501196172248804,0.8812936779406128,0.8118905249032349
imp__magic__seed0__clean__median__RandomForest,imputation_ablation,magic,0,0,clean,RandomForest,0.0,0.0,natural,noise_then_imbalance,symmetric,median,14265,4755,3.6178,0.888117770767613,0.8623966395435999,0.8732405630198337,0.8861268368885364,0.7511282411423097,0.7757177033492823,0.9391534181116696,0.9146833233705308
imp__magic__seed0__clean__median__HistGradientBoosting,imputation_ablation,magic,0,0,clean,HistGradientBoosting,0.0,0.0,natural,noise_then_imbalance,symmetric,median,14265,4755,0.6856,0.8914826498422713,0.8664970117033214,0.8771729688620726,0.8896134863377722,0.7587543520654427,0.7822966507177034,0.93794085329799,0.9182158593534936
imp__magic__seed0__missing_only__median__LogisticRegression,imputation_ablation,magic,0,2,missing_only,LogisticRegression,0.0,0.2,natural,noise_then_imbalance,symmetric,median,14265,4755,0.0801,0.7608832807570978,0.7035105890149251,0.7147644376486768,0.7487987931015962,0.4510861135806641,0.5101674641148325,0.7923021291322843,0.7154541954484631
imp__magic__seed0__missing_only__median__KNN,imputation_ablation,magic,0,2,missing_only,KNN,0.0,0.2,natural,noise_then_imbalance,symmetric,median,14265,4755,1.1472,0.7915878023133543,0.739506527538733,0.7530697383622539,0.7820095617035759,0.5258290176894068,0.5639952153110048,0.8223283611159826,0.7234671134286738
imp__magic__seed0__missing_only__median__RandomForest,imputation_ablation,magic,0,2,missing_only,RandomForest,0.0,0.2,natural,noise_then_imbalance,symmetric,median,14265,4755,3.3815,0.8475289169295478,0.8112507701595569,0.824390812690716,0.8433061458778492,0.6581785403751862,0.6889952153110048,0.899790407963411,0.8578946799639695
imp__magic__seed0__missing_only__median__HistGradientBoosting,imputation_ablation,magic,0,2,missing_only,HistGradientBoosting,0.0,0.2,natural,noise_then_imbalance,symmetric,median,14265,4755,0.5998,0.849211356466877,0.813369387922967,0.8264504988892447,0.8451006557080827,0.6620739223723386,0.6925837320574163,0.9042936104304048,0.8663058016436912
imp__magic__seed0__noise_missing__median__LogisticRegression,imputation_ablation,magic,0,4,noise_missing,LogisticRegression,0.2,0.2,natural,noise_then_imbalance,symmetric,median,14265,4755,0.1186,0.7587802313354364,0.6936769900379764,0.7055328711579669,0.7426901536556966,0.4442288747312673,0.4742822966507177,0.7918759224455146,0.7124555996023565
imp__magic__seed0__noise_missing__median__KNN,imputation_ablation,magic,0,4,noise_missing,KNN,0.2,0.2,natural,noise_then_imbalance,symmetric,median,14265,4755,1.2104,0.7404837013669822,0.7029709923379794,0.707674367997092,0.7367352401784574,0.4178632161766497,0.5765550239234449,0.7531137143495663,0.6128005049411505
imp__magic__seed0__noise_missing__median__RandomForest,imputation_ablation,magic,0,4,noise_missing,RandomForest,0.2,0.2,natural,noise_then_imbalance,symmetric,median,14265,4755,3.8453,0.8197686645636173,0.7813575216459454,0.7927087624839757,0.8149331640173717,0.5939190418992942,0.6519138755980861,0.8711852852577882,0.8164699039696645
imp__magic__seed0__noise_missing__median__HistGradientBoosting,imputation_ablation,magic,0,4,noise_missing,HistGradientBoosting,0.2,0.2,natural,noise_then_imbalance,symmetric,median,14265,4755,0.333,0.8201892744479495,0.7763442097192972,0.7901905025493594,0.8137323641449715,0.5942496881984395,0.6285885167464115,0.8753577265045076,0.8285100887844699
imp__magic__seed0__missing_imbalance__median__LogisticRegression,imputation_ablation,magic,0,6,missing_imbalance,LogisticRegression,0.0,0.2,0.8,noise_then_imbalance,symmetric,median,11561,4755,0.0776,0.7465825446898002,0.6552555338971082,0.6611100731090575,0.7116132797256521,0.4196880123446395,0.3474880382775119,0.7848723203491287,0.720423069773541
imp__magic__seed0__missing_imbalance__median__KNN,imputation_ablation,magic,0,6,missing_imbalance,KNN,0.0,0.2,0.8,noise_then_imbalance,symmetric,median,11561,4755,0.9681,0.7692954784437435,0.6846780539057371,0.6970535663104825,0.7409525060262583,0.4810096899524545,0.3995215311004784,0.7989791408976841,0.7001068254999503
imp__magic__seed0__missing_imbalance__median__RandomForest,imputation_ablation,magic,0,6,missing_imbalance,RandomForest,0.0,0.2,0.8,noise_then_imbalance,symmetric,median,11561,4755,2.8837,0.8271293375394322,0.7648619455045185,0.7863691795233256,0.81405939760745,0.619295249716243,0.5550239234449761,0.8959163307969154,0.8572964391223942
imp__magic__seed0__missing_imbalance__median__HistGradientBoosting,imputation_ablation,magic,0,6,missing_imbalance,HistGradientBoosting,0.0,0.2,0.8,noise_then_imbalance,symmetric,median,11561,4755,0.3959,0.8380651945320715,0.7806859114731659,0.8023625058189798,0.82728902426241,0.6435815671078993,0.5873205741626795,0.896537308313688,0.8627725111117224
imp__magic__seed0__all_three__median__LogisticRegression,imputation_ablation,magic,0,7,all_three,LogisticRegression,0.2,0.2,0.8,noise_then_imbalance,symmetric,median,10635,4755,0.1251,0.6788643533123029,0.5437718341204352,0.481861326882746,0.5766673535853738,0.23838202692138,0.0885167464114832,0.7893105345411712,0.7077027639716338
imp__magic__seed0__all_three__median__KNN,imputation_ablation,magic,0,7,all_three,KNN,0.2,0.2,0.8,noise_then_imbalance,symmetric,median,10635,4755,0.9614,0.7080967402733964,0.5990251564762464,0.5845534563704144,0.6517804419419948,0.3110447490615029,0.2314593301435406,0.7173608513735612,0.5680710024735248
imp__magic__seed0__all_three__median__RandomForest,imputation_ablation,magic,0,7,all_three,RandomForest,0.2,0.2,0.8,noise_then_imbalance,symmetric,median,10635,4755,2.9675,0.7381703470031545,0.6302917915346855,0.6242741145160214,0.6856597463110348,0.4188869473212962,0.2667464114832535,0.8579216633273686,0.8095087137590019
imp__magic__seed0__all_three__median__HistGradientBoosting,imputation_ablation,magic,0,7,all_three,HistGradientBoosting,0.2,0.2,0.8,noise_then_imbalance,symmetric,median,10635,4755,0.3104,0.7234490010515248,0.609632503914816,0.5941349857969233,0.6621163850235412,0.3776103107710638,0.2260765550239234,0.8635912598335989,0.8142034150679138
imp__magic__seed0__clean__mean_indicator__LogisticRegression,imputation_ablation,magic,0,0,clean,LogisticRegression,0.0,0.0,natural,noise_then_imbalance,symmetric,mean_indicator,14265,4755,0.0846,0.7886435331230284,0.7442160435293406,0.7550022222072976,0.7819420006988391,0.520663977139155,0.5944976076555024,0.8376259220575248,0.7680117029193461
imp__magic__seed0__clean__mean_indicator__KNN,imputation_ablation,magic,0,0,clean,KNN,0.0,0.0,natural,noise_then_imbalance,symmetric,mean_indicator,14265,4755,0.6267,0.8401682439537329,0.7966783619695599,0.8126980928355698,0.8339833115218566,0.6416405417195858,0.6501196172248804,0.8812936779406128,0.8118905249032349
imp__magic__seed0__clean__mean_indicator__RandomForest,imputation_ablation,magic,0,0,clean,RandomForest,0.0,0.0,natural,noise_then_imbalance,symmetric,mean_indicator,14265,4755,3.5851,0.888117770767613,0.8623966395435999,0.8732405630198337,0.8861268368885364,0.7511282411423097,0.7757177033492823,0.9391534181116696,0.9146833233705308
imp__magic__seed0__clean__mean_indicator__HistGradientBoosting,imputation_ablation,magic,0,0,clean,HistGradientBoosting,0.0,0.0,natural,noise_then_imbalance,symmetric,mean_indicator,14265,4755,0.6368,0.8914826498422713,0.8664970117033214,0.8771729688620726,0.8896134863377722,0.7587543520654427,0.7822966507177034,0.93794085329799,0.9182158593534936
imp__magic__seed0__missing_only__mean_indicator__LogisticRegression,imputation_ablation,magic,0,2,missing_only,LogisticRegression,0.0,0.2,natural,noise_then_imbalance,symmetric,mean_indicator,14265,4755,0.0776,0.7608832807570978,0.7032368622807277,0.7145338270525708,0.7486669581470843,0.4509991576246201,0.5089712918660287,0.8005614598966084,0.717707095433522
imp__magic__seed0__missing_only__mean_indicator__KNN,imputation_ablation,magic,0,2,missing_only,KNN,0.0,0.2,natural,noise_then_imbalance,symmetric,mean_indicator,14265,4755,0.5078,0.7535226077812829,0.68647464021715,0.6977214797689065,0.7362605848229755,0.4307830370883956,0.4605263157894737,0.774620177482009,0.6560490169304379
imp__magic__seed0__missing_only__mean_indicator__RandomForest,imputation_ablation,magic,0,2,missing_only,RandomForest,0.0,0.2,natural,noise_then_imbalance,symmetric,mean_indicator,14265,4755,2.5805,0.840378548895899,0.8012201694118232,0.8151052941472103,0.8353900281918064,0.6415993922031997,0.6692583732057417,0.8997922509144918,0.8585450220150773
imp__magic__seed0__missing_only__mean_indicator__HistGradientBoosting,imputation_ablation,magic,0,2,missing_only,HistGradientBoosting,0.0,0.2,natural,noise_then_imbalance,symmetric,mean_indicator,14265,4755,0.7135,0.8500525762355415,0.8147024235388696,0.827599726198883,0.8460618307453429,0.6640167335090129,0.6955741626794258,0.905010033413673,0.8677010125538537
imp__magic__seed0__noise_missing__mean_indicator__LogisticRegression,imputation_ablation,magic,0,4,noise_missing,LogisticRegression,0.2,0.2,natural,noise_then_imbalance,symmetric,mean_indicator,14265,4755,0.1121,0.7625657202944269,0.6991966285246924,0.7114079701339978,0.7474637071351794,0.4538731117995643,0.485645933014354,0.7994060265664309,0.7162271878144993
imp__magic__seed0__noise_missing__mean_indicator__KNN,imputation_ablation,magic,0,4,noise_missing,KNN,0.2,0.2,natural,noise_then_imbalance,symmetric,mean_indicator,14265,4755,0.5389,0.7003154574132492,0.6511914387744492,0.6560397782918213,0.6926593464280082,0.318321008260689,0.485645933014354,0.7004635118965402,0.5491139047212895
imp__magic__seed0__noise_missing__mean_indicator__RandomForest,imputation_ablation,magic,0,4,noise_missing,RandomForest,0.2,0.2,natural,noise_then_imbalance,symmetric,mean_indicator,14265,4755,2.9334,0.8199789695057834,0.778098117163578,0.7910605100524295,0.814126618751515,0.5938721020495398,0.6369617224880383,0.8703764237282086,0.8170259461677161
imp__magic__seed0__noise_missing__mean_indicator__HistGradientBoosting,imputation_ablation,magic,0,4,noise_missing,HistGradientBoosting,0.2,0.2,natural,noise_then_imbalance,symmetric,mean_indicator,14265,4755,0.4129,0.8229232386961094,0.7792737259582181,0.7933422265240617,0.8165433427968571,0.6006965741566653,0.632177033492823,0.8769449923721224,0.828602923855353
imp__magic__seed0__missing_imbalance__mean_indicator__LogisticRegression,imputation_ablation,magic,0,6,missing_imbalance,LogisticRegression,0.0,0.2,0.8,noise_then_imbalance,symmetric,mean_indicator,11561,4755,0.0768,0.7470031545741325,0.6566748002241029,0.6630013675501494,0.7129282931991975,0.4200470967912046,0.3522727272727273,0.7988527532525176,0.7257241670866794
imp__magic__seed0__missing_imbalance__mean_indicator__KNN,imputation_ablation,magic,0,6,missing_imbalance,KNN,0.0,0.2,0.8,noise_then_imbalance,symmetric,mean_indicator,11561,4755,0.4375,0.7360672975814931,0.6344182560018127,0.6325290962766039,0.6904103966098839,0.3985377891439886,0.291866028708134,0.741657736437044,0.6287197191345726
imp__magic__seed0__missing_imbalance__mean_indicator__RandomForest,imputation_ablation,magic,0,6,missing_imbalance,RandomForest,0.0,0.2,0.8,noise_then_imbalance,symmetric,mean_indicator,11561,4755,2.1613,0.8241850683491062,0.7591698455956185,0.78092455680978,0.8098126693426666,0.6141869090241976,0.5400717703349283,0.8990591443740716,0.859703083800747
imp__magic__seed0__missing_imbalance__mean_indicator__HistGradientBoosting,imputation_ablation,magic,0,6,missing_imbalance,HistGradientBoosting,0.0,0.2,0.8,noise_then_imbalance,symmetric,mean_indicator,11561,4755,0.4478,0.8309148264984227,0.7716133542951236,0.7928183622125214,0.8191813397051193,0.6265998505634501,0.5717703349282297,0.8967902775988714,0.8626381971172005
